年龄,年收入,贷款金额,信用评分,工作年限,负债率,有房产,有车,违约
49,30000,5000,661,3,0.22,1,1,0
35,30000,18814,554,2,0.06,0,0,0
34,30000,18257,656,15,0.3,0,1,0
43,30000,22164,639,2,0.43,1,1,0
24,30000,18341,585,0,0.08,1,0,0
40,30000,20402,663,1,0.44,0,1,0
43,30000,18665,662,1,0.63,0,1,1
44,30000,16244,744,3,0.24,0,1,0
22,30000,11966,521,1,0.16,1,1,0
30,30000,21944,643,3,0.63,0,0,1
29,30000,16670,589,5,0.48,1,0,0
38,30000,11365,719,7,0.07,1,1,0
42,30000,5000,710,6,0.29,0,1,0
52,30000,9104,690,1,0.47,0,1,0
33,30000,14418,593,0,0.4,1,0,0
33,30000,8788,720,3,0.43,0,1,0
49,30000,7645,527,1,0.4,1,1,0
40,30000,14075,511,0,0.56,1,1,0
50,30000,6566,547,3,0.22,0,1,0
40,30000,19808,647,1,0.5,0,0,0
26,30000,13171,704,7,0.69,1,1,0
24,30000,15051,411,1,0.27,0,1,0
22,30000,6095,755,19,0.55,0,0,1
44,30000,9816,660,7,0.17,0,0,0
49,30000,11611,524,0,0.2,1,0,0
56,30000,19972,658,3,0.65,1,1,1
46,30000,19173,737,4,0.02,0,1,0
49,30000,7682,697,5,0.15,1,1,0
32,30000,15939,737,3,0.34,0,0,0
26,30000,8112,540,3,0.28,1,1,0
46,30000,23753,616,2,0.44,0,0,0
42,30000,22994,576,1,0.13,0,1,0
39,30000,14828,787,14,0.05,1,1,0
41,30000,17676,701,1,0.26,0,0,0
41,30000,19830,850,0,0.37,0,1,0
50,30000,18140,612,0,0.39,1,0,1
50,30000,17696,592,9,0.42,1,0,0
43,30000,23129,638,4,0.38,1,1,0
46,30000,15525,760,7,0.17,1,0,0
43,30000,16362,620,8,0.54,0,1,1
33,30000,20834,659,8,0.06,0,0,0
45,30000,17067,657,3,0.14,0,1,0
24,30000,18391,653,0,0.52,0,0,1
48,30000,7917,597,0,0.2,0,1,0
26,30000,10796,639,4,0.35,1,0,0
40,30000,6093,635,2,0.23,0,1,0
29,30000,13621,649,4,0.35,0,1,0
43,30000,12570,725,3,0.24,0,1,0
37,30000,23940,790,4,0.7,0,1,0
22,30000,15835,582,0,0.25,1,0,0
42,30000,19515,618,0,0.44,0,0,0
32,30000,10014,583,6,0.62,0,0,1
46,30000,20462,664,1,0.45,1,0,0
38,30000,15916,606,5,0.4,1,1,0
41,30000,17636,669,3,0.4,1,0,0
28,30000,9183,738,20,0.35,1,1,0
32,30000,14521,447,9,0.57,1,1,0
33,30000,16314,689,2,0.04,0,0,0
46,30000,15370,613,4,0.62,0,1,1
54,30000,22219,686,0,0.41,1,1,0
29,30000,21863,578,2,0.59,0,1,1
48,30000,23390,745,6,0.01,0,1,0
22,30000,17015,723,4,0.61,0,0,1
26,30000,23410,695,3,0.08,0,0,0
28,30000,20482,713,0,0.5,1,1,0
24,30000,8687,590,8,0.29,0,0,0
22,30000,11976,600,1,0.48,0,1,1
42,30000,8006,710,8,0.44,1,1,0
35,30000,5000,588,4,0.11,1,0,0
41,30000,6949,765,2,0.36,1,1,0
44,30000,5000,624,0,0.19,0,1,0
40,30000,18116,690,1,0.39,0,0,0
44,30000,11936,817,10,0.52,1,0,0
37,30000,9564,593,8,0.06,0,0,0
26,30000,18996,655,4,0.36,0,0,0
48,30000,20482,734,3,0.43,1,0,0
32,30000,23481,726,5,0.21,0,0,0
28,30000,16482,623,3,0.67,0,0,1
36,30000,12692,608,5,0.36,0,1,0
28,30000,9410,631,1,0.13,0,0,0
33,30000,7668,765,9,0.08,0,0,0
41,30000,7471,627,6,0.38,0,1,0
41,30000,11592,656,2,0.26,0,1,0
29,30000,23827,615,8,0.13,0,0,0
33,30000,5000,706,3,0.02,0,1,0
48,30000,7141,662,0,0.4,1,0,0
42,30000,6956,569,0,0.42,1,0,0
58,30000,18059,572,6,0.1,0,1,0
49,30000,10402,490,10,0.42,1,0,0
49,30000,12602,583,8,0.67,1,1,0
24,30000,6121,713,5,0.68,1,1,1
45,30000,11504,755,0,0.62,0,0,1
37,30000,5167,704,0,0.56,1,0,0
32,30000,14193,694,2,0.15,1,0,0
39,30000,5056,639,9,0.11,0,0,0
47,30000,19600,711,16,0.31,1,1,0
43,30000,14898,672,1,0.43,1,1,0
29,30000,18203,794,7,0.6,0,0,1
45,30000,11788,642,4,0.16,0,1,0
31,30000,11011,757,0,0.34,0,0,1
40,30000,5062,719,3,0.45,0,0,0
34,30000,14000,708,8,0.31,0,0,0
35,30000,13804,489,1,0.32,1,1,0
45,30000,12830,724,11,0.16,1,0,0
27,30000,18550,639,1,0.69,1,1,0
57,30000,20482,614,0,0.33,1,0,0
22,30000,18766,531,0,0.37,0,1,0
32,30000,6021,649,9,0.15,0,0,0
41,30000,16063,652,2,0.36,1,0,0
43,30000,5000,545,7,0.18,0,1,0
36,30000,17587,532,3,0.14,1,1,0
37,30000,11018,688,3,0.19,0,0,0
42,30000,5782,719,8,0.0,0,1,0
35,30000,21103,665,2,0.4,0,0,0
51,30000,15894,742,8,0.27,0,1,0
46,30000,10449,643,0,0.63,1,1,1
46,30000,5000,645,5,0.03,1,1,0
28,30000,14283,576,6,0.03,0,1,0
37,30000,22387,525,11,0.62,1,0,1
34,30000,15523,798,1,0.09,0,1,0
27,30000,23404,740,4,0.0,0,1,0
41,30000,5865,538,2,0.13,1,1,0
32,30000,14934,662,2,0.58,0,0,1
44,30000,19760,641,0,0.56,1,1,0
27,30000,14036,628,0,0.24,1,1,0
55,30000,5000,617,9,0.47,0,1,1
29,30000,15240,680,6,0.36,0,1,0
40,30000,15846,715,2,0.63,0,1,1
45,30000,18302,682,8,0.04,0,1,0
32,30000,18985,640,0,0.57,1,0,0
46,30000,19186,637,4,0.12,0,0,0
25,30000,16932,724,10,0.27,0,0,0
52,30000,7532,687,9,0.13,1,0,0
38,30000,11488,655,2,0.49,1,0,0
32,30000,19298,647,6,0.47,1,0,0
35,30000,23021,677,2,0.38,1,1,0
46,30000,5000,612,9,0.49,1,1,1
32,30000,14246,715,3,0.45,1,1,0
30,30000,9562,563,7,0.54,0,1,1
35,30000,7733,617,0,0.17,1,1,0
26,30000,13622,698,4,0.3,0,0,0
56,30000,15727,559,3,0.11,1,1,0
32,30000,5000,524,4,0.3,0,0,0
46,30000,19384,655,5,0.49,1,1,0
40,30000,20217,514,12,0.48,1,1,0
28,30000,23275,546,7,0.5,1,0,1
37,30000,6793,710,1,0.22,0,0,0
45,30000,15485,633,8,0.46,0,0,0
36,30000,11959,752,0,0.26,1,0,0
49,30000,10031,553,4,0.66,0,0,1
48,30000,14878,642,10,0.24,1,1,0
47,30000,19430,681,0,0.42,1,0,0
33,30000,5000,556,9,0.53,1,1,0
27,30000,23357,732,8,0.63,0,1,1
31,30000,20007,690,3,0.31,0,1,0
39,30000,18774,521,1,0.25,1,0,0
43,30000,18968,646,2,0.3,0,0,0
22,30000,11170,680,17,0.23,1,0,0
37,30000,18784,602,1,0.46,1,1,0
39,30000,11122,531,4,0.65,0,1,1
35,30000,21872,672,0,0.09,1,1,0
50,30000,6721,826,1,0.39,1,0,0
42,30000,9139,619,7,0.63,1,0,0
51,30000,14578,775,1,0.07,1,1,0
35,30000,9703,589,21,0.35,0,1,0
47,30000,11908,667,3,0.61,0,1,0
54,30000,13340,711,3,0.63,1,1,1
51,30000,20983,649,0,0.36,0,1,0
27,30000,13987,626,15,0.02,1,0,0
35,30000,10611,708,0,0.07,1,0,0
34,30000,8202,801,3,0.41,1,0,0
42,30000,11582,674,2,0.09,1,1,0
44,30000,13830,608,2,0.1,1,0,0
29,30000,18668,634,5,0.54,0,1,1
38,30000,5542,850,5,0.53,0,1,0
22,30000,7653,660,0,0.59,0,1,1
52,30000,10972,602,3,0.07,0,1,0
32,30000,10568,558,7,0.14,1,0,0
38,30000,11226,503,2,0.58,1,0,0
34,30000,19663,679,0,0.5,0,1,0
49,30000,9807,702,1,0.56,0,1,0
22,30000,13539,618,1,0.69,1,1,0
37,30000,16102,648,0,0.61,1,0,1
36,30000,7875,556,2,0.36,0,0,0
33,30000,18092,660,3,0.22,0,1,0
55,30000,14489,688,0,0.4,1,1,0
29,30000,12382,607,4,0.45,0,0,1
45,30000,20005,785,24,0.23,1,0,0
41,30000,8113,583,16,0.54,1,1,0
50,30000,21546,672,8,0.06,0,1,0
31,30000,14782,717,1,0.55,0,1,0
30,30000,15792,643,0,0.02,1,1,0
48,30000,21376,634,8,0.35,0,0,0
42,30000,20169,535,0,0.6,0,1,1
22,30000,15632,758,1,0.06,1,0,0
32,30000,18816,636,3,0.36,0,0,1
41,30000,12099,692,0,0.11,1,0,0
46,30000,14494,703,8,0.63,1,0,0
31,30000,5000,599,7,0.58,1,1,0
22,30000,5000,634,7,0.65,0,1,0
43,30000,20417,756,8,0.61,0,1,0
25,30000,5000,560,1,0.52,0,1,1
22,30000,6557,820,6,0.13,1,0,0
22,30000,19712,590,2,0.21,0,1,0
46,30000,5000,555,5,0.35,0,1,0
39,30000,8930,660,0,0.41,1,1,0
35,30000,15264,826,6,0.55,1,0,0
51,30000,15504,497,17,0.16,0,1,0
44,30000,19320,638,0,0.09,0,0,0
54,30000,13624,688,0,0.34,1,0,0
24,30000,13697,652,0,0.11,1,1,0
37,30000,18231,680,2,0.49,1,0,0
22,30000,13471,592,1,0.4,0,1,0
35,30000,15778,602,8,0.52,0,1,1
35,30000,21853,638,3,0.04,1,0,0
44,30000,11430,559,3,0.68,1,1,1
38,30000,11087,646,6,0.0,0,1,0
44,30000,5000,618,2,0.23,0,0,0
45,30000,15881,612,2,0.48,1,1,0
59,30000,5000,675,7,0.03,1,0,0
34,30000,13587,504,7,0.06,0,1,0
28,30000,19888,631,0,0.05,1,1,0
40,30000,14548,835,0,0.41,1,0,0
29,30000,8662,563,1,0.63,1,1,0
52,30000,19509,752,2,0.39,0,1,0
35,30000,8664,654,1,0.42,1,0,0
32,30000,18393,601,5,0.24,0,0,0
33,30000,15815,544,8,0.01,0,0,0
45,30000,6569,661,1,0.02,1,0,0
36,30000,22007,766,4,0.62,1,0,1
31,30000,7213,618,2,0.07,1,0,0
54,30000,23781,643,3,0.7,0,0,1
29,30000,5000,730,4,0.12,0,0,0
38,30000,8533,677,11,0.47,1,1,0
44,30000,7197,524,1,0.66,0,1,1
22,30000,5000,657,0,0.25,0,1,0
42,30000,18379,770,4,0.51,1,0,0
27,30000,17561,647,2,0.25,1,1,0
46,30000,19639,430,0,0.21,1,1,0
28,30000,8390,681,0,0.14,0,1,0
44,30000,12331,634,4,0.57,1,1,0
49,30000,16841,503,1,0.18,1,1,0
46,30000,12235,515,29,0.2,1,0,0
40,30000,17643,728,2,0.7,0,0,1
35,30000,16313,591,1,0.23,1,1,0
32,30000,5407,577,4,0.3,1,0,0
52,30000,19401,647,1,0.69,1,1,0
31,30000,18134,598,3,0.26,1,0,0
27,30000,16772,658,3,0.26,0,1,0
44,30000,6256,633,3,0.58,1,1,0
30,30000,8627,554,7,0.22,1,1,0
28,30000,11256,609,1,0.16,0,0,0
23,30000,8878,685,11,0.3,0,0,0
33,30000,7784,653,7,0.49,0,1,0
37,30000,19912,643,2,0.03,1,1,0
40,30000,16402,804,0,0.26,1,1,0
47,30000,14874,708,1,0.24,0,0,0
43,30000,7745,718,2,0.17,1,0,0
36,30000,22279,636,4,0.46,1,0,0
36,30000,7014,667,0,0.2,1,0,0
43,30000,19693,615,12,0.42,0,1,0
50,30000,23300,712,0,0.35,1,0,0
39,30000,18268,641,1,0.15,1,1,0
33,30000,23850,667,0,0.19,0,1,0
28,30000,16672,662,1,0.12,0,0,0
23,30000,7566,648,9,0.04,0,1,0
44,30000,7280,850,4,0.43,1,1,0
43,30000,9815,596,1,0.47,0,0,0
43,30000,5000,595,10,0.12,0,1,0
36,30000,17315,705,8,0.43,0,0,0
52,30000,8642,602,7,0.69,0,1,1
33,30000,20118,626,9,0.05,1,1,0
47,30000,10542,563,4,0.34,0,1,0
37,30000,13079,689,3,0.51,1,1,0
31,30000,23279,690,2,0.03,0,1,0
43,30000,8085,624,1,0.54,0,1,1
42,30000,18146,707,4,0.69,1,0,1
41,30000,18857,501,11,0.06,1,1,0
38,30000,7640,593,4,0.58,0,1,1
37,30000,13520,636,12,0.27,0,1,0
61,30000,10354,556,2,0.1,0,0,0
49,30000,19210,510,5,0.35,0,1,0
45,30000,16072,625,5,0.05,1,1,0
39,30000,12995,705,5,0.37,0,0,0
48,30000,19366,752,5,0.01,1,1,0
43,30000,7938,606,1,0.51,1,0,0
38,30000,18826,708,0,0.34,0,0,0
34,30000,21172,700,19,0.32,1,0,0
37,30000,21451,747,0,0.14,1,0,0
22,30000,19457,621,3,0.25,1,1,0
40,30000,11568,506,2,0.13,1,0,0
33,30000,23617,655,2,0.51,1,0,0
53,30000,10971,568,7,0.14,1,1,0
38,30000,16411,592,6,0.43,1,0,0
26,30000,6382,625,11,0.2,1,0,0
37,30000,23589,622,2,0.46,1,0,0
27,30000,17783,661,4,0.38,0,1,0
42,30000,18820,706,11,0.3,1,0,0
40,30000,5000,620,25,0.47,0,0,0
47,30000,19031,681,17,0.29,0,1,0
30,30000,19269,651,6,0.57,1,0,0
38,30000,17107,724,0,0.51,1,1,0
24,30000,9130,634,0,0.38,1,0,0
45,30000,13283,643,8,0.61,1,1,0
43,30000,5319,620,9,0.58,0,1,1
42,30000,12903,637,6,0.37,1,1,0
38,30000,8120,587,1,0.05,1,1,0
42,30000,10331,579,5,0.4,1,1,0
54,30000,6414,712,1,0.25,0,1,0
35,30000,7831,563,2,0.38,1,0,0
39,30000,5000,624,2,0.45,1,1,0
27,30000,22317,731,12,0.45,0,0,0
29,30000,14138,621,1,0.47,1,1,0
38,30000,11331,716,4,0.48,0,0,0
49,30000,14235,602,2,0.08,1,1,0
35,30000,16194,565,5,0.13,1,1,0
35,30000,22359,522,4,0.44,1,0,0
33,30000,6752,755,12,0.29,1,1,0
32,30000,9206,559,0,0.53,0,0,1
40,30000,23491,709,1,0.09,1,0,0
23,30000,10795,570,7,0.13,0,1,0
50,30000,5000,755,2,0.39,0,0,0
31,30000,6100,826,0,0.35,0,1,0
45,30000,5000,515,3,0.19,0,0,0
25,30000,23788,563,5,0.29,1,1,0
44,30000,8856,711,0,0.02,1,1,0
44,30000,22394,691,1,0.03,0,1,0
41,30000,23913,712,8,0.07,0,1,0
28,30000,15596,604,3,0.4,0,0,1
40,30000,5000,809,0,0.6,1,0,0
26,30000,5000,659,1,0.18,0,1,0
35,30000,13113,552,5,0.02,0,1,0
48,30000,11529,629,1,0.5,1,1,0
45,30000,15729,553,8,0.6,0,1,1
38,30000,12215,777,5,0.1,0,0,0
28,30000,22615,597,3,0.27,0,1,0
44,30000,14229,689,12,0.11,0,1,0
38,30000,17568,612,2,0.07,0,0,0
22,30000,21826,600,1,0.45,1,1,0
45,30000,6084,497,5,0.68,0,0,1
37,30000,7824,697,4,0.47,0,1,0
50,30000,5253,753,2,0.69,0,0,1
27,30000,5932,576,2,0.3,1,1,0
22,30000,13764,526,2,0.63,1,0,0
40,30000,9744,714,1,0.14,1,0,0
40,30000,11886,518,6,0.08,1,1,0
22,30000,23632,747,5,0.49,1,1,0
28,30000,6290,577,2,0.26,0,1,0
65,30000,14357,561,2,0.22,0,1,0
34,30000,5076,669,2,0.47,0,0,0
45,30000,9688,566,1,0.23,0,0,0
31,30000,14078,593,0,0.4,0,0,0
22,30000,22879,678,1,0.21,1,1,0
36,30000,11215,455,1,0.55,0,1,1
35,30000,5000,781,3,0.22,1,0,0
34,30000,11151,653,7,0.37,1,1,0
36,30000,6060,546,2,0.02,1,0,0
40,30000,7829,568,14,0.55,0,0,1
36,30000,15979,729,8,0.43,1,1,0
25,30000,5000,698,20,0.13,1,0,0
42,30000,12759,760,10,0.15,1,1,0
22,30000,15798,595,4,0.18,1,0,0
22,30000,11859,673,4,0.4,1,1,0
45,30000,5000,684,0,0.38,0,1,0
43,30000,23695,705,6,0.19,0,0,0
37,30000,10709,740,4,0.49,0,0,0
24,30000,19350,592,3,0.62,1,0,0
30,30000,9838,640,5,0.03,0,0,0
35,30000,12975,601,2,0.29,0,1,0
22,30000,11157,645,3,0.42,1,1,0
30,30000,10193,705,2,0.41,0,0,0
44,30000,5000,517,6,0.01,1,1,0
52,30000,10560,738,10,0.15,1,0,0
33,30000,21679,558,9,0.04,0,1,0
45,30000,17498,625,7,0.4,0,0,0
22,30000,6053,749,0,0.45,1,1,0
44,30000,15414,676,12,0.11,1,1,0
29,30000,21736,677,1,0.23,1,1,0
41,30000,17700,555,10,0.23,0,0,0
35,30000,6122,566,1,0.57,0,1,1
51,30000,21224,725,2,0.14,0,1,0
29,30000,9332,602,6,0.38,1,1,0
44,30000,12535,610,5,0.55,0,0,1
35,30000,14048,727,2,0.58,0,1,0
36,30000,20860,566,5,0.47,1,1,0
36,30000,22563,671,3,0.21,0,0,0
29,30000,22522,653,1,0.58,0,1,1
37,30000,5000,649,5,0.52,1,0,0
37,30000,22359,608,1,0.49,1,1,0
40,30000,5000,603,5,0.05,0,1,0
38,30000,8581,563,0,0.03,1,0,0
45,30000,13814,688,3,0.49,1,0,0
47,30000,13078,596,2,0.66,1,0,1
27,30000,15698,727,1,0.54,1,0,1
46,30000,13068,632,3,0.58,1,0,0
26,30000,22621,565,5,0.38,1,1,0
43,30000,8051,630,16,0.21,1,1,0
44,30000,8754,617,8,0.47,1,1,0
22,30000,22335,730,6,0.5,0,1,0
38,30000,5000,620,3,0.47,0,0,0
33,30000,15800,627,2,0.66,1,0,0
30,30000,17316,762,0,0.26,0,1,0
51,30000,13616,690,2,0.03,0,0,0
31,30000,17578,783,9,0.64,1,0,1
29,30000,6627,750,2,0.11,0,0,0
38,30000,20905,579,3,0.49,1,1,0
44,30000,5940,729,1,0.61,0,1,0
36,30000,11417,772,1,0.22,0,1,0
49,30000,5000,772,0,0.58,0,0,1
43,30000,14449,729,4,0.23,0,1,0
22,30000,17064,727,2,0.56,0,0,1
32,30000,22765,625,4,0.05,0,1,0
32,30000,18526,583,3,0.46,0,0,0
42,30000,14363,621,8,0.47,1,1,0
22,30000,22584,516,6,0.34,0,1,0
63,30000,13047,757,7,0.48,1,1,0
43,30000,14785,627,3,0.65,1,1,1
39,30000,15518,753,2,0.51,0,1,0
49,30000,11609,551,13,0.67,0,0,1
61,30000,20608,736,0,0.31,0,1,0
46,30000,6888,610,0,0.37,1,1,0
47,30000,14651,547,2,0.18,1,1,0
39,30000,18166,780,4,0.69,0,0,1
36,30000,21983,738,0,0.04,1,0,0
33,30000,21562,666,6,0.25,1,1,0
29,30000,13683,652,4,0.21,1,1,0
31,30000,16506,685,3,0.27,0,0,0
24,30000,11278,665,2,0.64,0,0,1
37,30000,12831,586,3,0.26,0,1,0
22,30000,22031,617,0,0.64,1,0,0
39,30000,22544,806,0,0.3,1,1,0
37,30000,21803,850,1,0.6,1,1,0
39,30000,5905,775,6,0.37,0,0,0
32,30000,20851,688,4,0.22,1,1,0
65,30000,22915,622,3,0.31,1,0,0
51,30000,10586,586,4,0.3,0,1,0
25,30000,13891,591,4,0.18,0,1,0
40,30000,19361,605,1,0.2,1,1,0
31,30000,14803,822,0,0.13,0,1,0
27,30000,23863,794,11,0.24,0,1,0
24,30000,12569,709,4,0.44,0,1,1
42,30000,17992,573,5,0.27,1,1,0
31,30000,19644,721,3,0.5,1,1,0
47,30000,13376,630,7,0.69,0,1,1
47,30000,20996,477,4,0.26,1,0,0
51,30000,14469,672,0,0.32,1,1,0
29,30000,11644,582,11,0.11,0,1,0
42,30000,5264,585,1,0.27,1,1,0
44,30000,11261,629,0,0.51,1,1,0
33,30000,18412,610,0,0.15,1,1,0
30,30000,22347,647,6,0.13,0,0,0
54,30000,8285,643,6,0.26,1,1,0
40,30000,10459,499,6,0.57,0,1,1
44,30000,6233,771,12,0.44,0,1,0
29,30000,17505,571,2,0.67,1,1,1
25,30000,23163,573,4,0.63,1,1,0
32,30000,16459,623,4,0.11,1,1,0
36,30000,15958,641,19,0.03,0,0,0
27,30000,14623,766,1,0.28,0,1,0
37,30000,5000,671,15,0.37,1,1,0
22,30000,18319,695,0,0.36,0,0,0
26,30000,15643,671,7,0.09,0,1,0
44,30000,16891,668,5,0.09,1,0,0
44,30000,21875,674,8,0.03,1,1,0
34,30000,19463,495,0,0.6,1,1,1
27,30000,19399,630,0,0.66,0,0,1
27,30000,22470,742,0,0.08,0,1,0
34,30000,23788,850,4,0.15,1,0,0
44,30000,15206,553,4,0.06,1,1,0
47,30000,5286,683,11,0.61,1,1,0
33,30000,12641,604,3,0.67,1,1,0
26,30000,19539,813,0,0.18,1,1,0
40,30000,5000,541,1,0.21,0,1,0
29,30000,5000,699,0,0.25,0,0,0
32,30000,5000,537,7,0.35,0,1,0
51,30000,18351,624,8,0.48,1,1,0
46,30000,13524,647,30,0.35,0,0,0
39,30000,10746,735,2,0.67,0,0,1
25,30000,5217,563,0,0.07,1,0,0
40,30000,18377,703,1,0.56,0,0,0
48,30000,9741,651,4,0.23,0,1,0
34,30000,8571,671,16,0.26,1,1,0
51,30000,16698,726,0,0.5,1,1,0
50,30000,14739,547,0,0.65,0,0,1
54,30000,10610,714,6,0.5,1,1,0
41,30000,16471,604,5,0.54,0,1,0
43,30000,8695,737,1,0.53,1,1,0
52,30000,19691,676,8,0.22,1,0,0
42,30000,7815,633,0,0.53,0,1,0
32,30000,6335,602,13,0.55,1,1,0
33,30000,19431,715,1,0.37,0,1,0
40,30000,17865,750,0,0.38,0,1,0
25,30000,6835,607,2,0.53,1,1,0
36,30000,5441,559,1,0.57,0,1,1
48,30000,20606,705,3,0.24,0,0,0
22,30000,19308,534,5,0.56,0,0,0
53,30000,9872,545,3,0.57,0,0,1
49,30000,16822,564,5,0.16,1,1,0
33,30000,5607,616,2,0.5,1,1,0
43,30000,13648,543,0,0.13,0,1,0
38,30000,5000,494,18,0.07,0,0,0
50,30000,11223,559,8,0.4,1,0,0
47,30000,5000,701,0,0.64,0,0,1
23,30000,12978,548,2,0.02,0,0,0
43,30000,11855,622,5,0.58,0,0,1
35,30000,12332,805,1,0.35,0,0,1
38,30000,5000,646,4,0.6,1,0,1
30,30000,10593,677,3,0.59,1,1,0
55,30000,18886,574,1,0.61,1,0,1
48,30000,10747,823,0,0.54,1,0,0
30,30000,18018,606,7,0.59,0,0,1
24,30000,10759,631,1,0.12,1,1,0
34,30000,11888,755,1,0.21,1,1,0
42,30000,14841,635,6,0.17,1,1,0
40,30000,22964,653,6,0.52,0,1,1
50,30000,5286,627,1,0.11,1,1,0
45,30000,5000,628,10,0.13,1,0,0
47,30000,15767,679,5,0.62,0,0,1
41,30000,22931,694,2,0.49,1,1,0
24,30000,23784,598,2,0.61,0,1,1
36,30000,13167,588,6,0.1,0,1,0
48,30000,12829,601,1,0.28,0,1,0
37,30000,16544,537,3,0.2,0,0,0
43,30000,14668,522,5,0.01,1,0,0
34,30000,16315,673,3,0.2,0,0,0
27,30000,21353,725,4,0.27,0,0,0
36,30000,18672,719,3,0.06,1,0,0
41,30000,13434,459,1,0.4,0,0,1
31,30000,12699,630,2,0.27,1,1,0
35,30000,16431,561,3,0.03,1,0,0
28,30000,12569,661,7,0.49,0,0,0
49,30000,12613,616,5,0.51,1,0,0
35,30000,5000,697,2,0.58,1,0,0
52,30000,6655,648,18,0.34,1,0,0
53,30000,13258,498,0,0.68,1,0,0
37,30000,20275,572,1,0.64,1,1,0
27,30000,8853,650,2,0.39,0,1,0
22,30000,13975,657,1,0.31,0,0,0
23,30000,10244,537,4,0.0,1,1,0
24,30000,5200,527,0,0.5,1,0,0
51,30000,23124,654,0,0.4,0,0,0
39,30000,20948,537,1,0.66,0,0,1
41,30000,5000,516,5,0.42,1,0,0
22,30000,18115,614,10,0.69,1,1,1
26,30000,10299,610,8,0.6,0,1,1
46,30000,23891,579,1,0.67,1,0,0
40,30000,9350,593,4,0.23,1,1,0
36,30000,8013,651,0,0.1,1,0,0
43,30000,14925,592,1,0.56,0,0,0
54,30000,20537,655,8,0.55,1,0,0
35,30000,7042,619,3,0.15,0,1,0
38,30000,17897,663,0,0.54,1,0,0
39,30000,5000,720,2,0.41,0,1,0
61,30000,22297,717,1,0.08,1,1,0
22,30000,5000,753,2,0.35,0,1,0
44,30000,22198,717,3,0.65,1,0,0
36,30000,13306,669,2,0.35,1,0,0
43,30000,12409,615,13,0.55,1,0,0
31,30000,23439,618,4,0.02,0,1,0
37,30000,23798,579,9,0.51,0,1,1
45,30000,16653,650,7,0.66,0,1,1
65,30000,5669,705,5,0.35,0,1,0
46,30000,13629,591,3,0.24,0,1,0
29,30000,14112,647,0,0.45,1,0,0
